X,Y,color,group,group_num,coverage,pc1_pcnt,pc2_pcnt
-0.15909013,0.05277026,red,inland virginia,6,7.5,4.7131925,3.3379645
0.18480022,-0.16667533,pink,barrier island,2,7.5,4.7131925,3.3379645
-0.0019623127,-0.00051421014,pink,coastal mainland,5,7.5,4.7131925,3.3379645
-0.1579034,0.03184508,red,inland new york,8,7.5,4.7131925,3.3379645
-0.16205809,0.042622767,red,inland maryland,7,7.5,4.7131925,3.3379645
-0.006468383,-0.035151117,blue,coastal mainland,5,7.5,4.7131925,3.3379645
-0.15190466,0.04491109,red,maine,9,7.5,4.7131925,3.3379645
0.21153331,-0.1960213,gray,barrier island,2,7.5,4.7131925,3.3379645
0.2027586,-0.24596763,gray,barrier island,2,7.5,4.7131925,3.3379645
-0.15217806,0.051782154,red,inland virginia,6,7.5,4.7131925,3.3379645
-0.054517686,0.014255624,pink,coastal mainland,5,7.5,4.7131925,3.3379645
0.049828656,-0.08499539,pink,coastal mainland,5,7.5,4.7131925,3.3379645
0.008613384,-0.4236187,blue,chesapeake bay,4,10,7.145237,5.567833
-0.1547657,0.11191049,blue,maine,9,10,7.145237,5.567833
-0.045433402,-0.120126456,pink,coastal mainland,5,10,7.145237,5.567833
-0.047078,-0.10609062,red,coastal mainland,5,10,7.145237,5.567833
-0.1949178,0.22695576,blue,inland virginia,6,10,7.145237,5.567833
-0.18281962,0.13459031,blue,inland virginia,6,10,7.145237,5.567833
0.09651237,-0.2207725,gray,chesapeake bay,4,10,7.145237,5.567833
0.52575356,0.3742282,orange,barrier island,3,10,7.145237,5.567833
0.2181027,-0.27804604,gray,barrier island,2,10,7.145237,5.567833
0.1877262,-0.22771385,gray,barrier island,1,10,7.145237,5.567833
0.18117191,-0.22434585,gray,barrier island,1,10,7.145237,5.567833
0.53000236,0.38294265,orange,barrier island,3,10,7.145237,5.567833
-0.15915024,-0.023230428,blue,maine,9,10,7.145237,5.567833
-0.18948127,0.16649768,blue,inland maryland,7,10,7.145237,5.567833
-0.17810346,0.09497828,blue,maine,9,10,7.145237,5.567833
-0.18984313,0.21448964,blue,inland virginia,6,10,7.145237,5.567833
-0.17479393,0.12608247,blue,inland maryland,7,10,7.145237,5.567833
0.015093197,-0.21293147,pink,coastal mainland,5,10,7.145237,5.567833
-0.16640364,0.101873465,blue,maine,9,10,7.145237,5.567833
-0.16177389,0.0932761,blue,inland virginia,6,10,7.145237,5.567833
0.06614255,-0.18489067,gray,coastal mainland,5,10,7.145237,5.567833
